chr7	3106629	3106779
chr7	3111833	3112011
chr7	3181032	3181198
chr7	3184551	3184737
chr7	3194031	3194197
chr7	3198997	3199164
chr7	3203672	3203822
chr7	3203946	3204107
chr7	3222055	3222213
chr7	3249745	3249895
chr7	3262899	3263069
chr7	3268430	3268580
chr7	3275938	3276088
chr7	3289201	3289361
chr7	3290335	3290512
chr7	3292873	3293048
chr7	3295804	3295954
chr7	3300369	3300542
chr7	3302723	3302873
chr7	3303465	3303675
chr7	3304422	3304572
chr7	3328149	3328299
chr7	3330276	3330450
chr7	3365977	3366127
chr7	3366707	3366857
chr7	3376983	3377161
chr7	3389818	3389968
chr7	3410322	3410472
chr7	3411301	3411451
chr7	3415527	3415677
chr7	3442833	3442983
chr7	3448855	3449039
chr7	3482045	3482195
chr7	3502571	3502721
chr7	3506014	3506164
chr7	3574369	3574519
chr7	3591697	3591847
chr7	3594890	3595040
chr7	3595147	3595394
chr7	3601328	3601486
chr7	3606914	3607096
chr7	3607430	3607580
chr7	3610595	3610745
chr7	3617227	3617398
chr7	3629873	3630045
chr7	3644837	3644987
chr7	3645020	3645235
chr7	3665463	3665650
chr7	3667193	3667360
chr7	3675002	3675166
chr7	3692943	3693093
chr7	3693167	3693388
chr7	3693597	3693747
chr7	3694174	3694324
chr7	3703924	3704094
chr7	3707108	3707279
chr7	3715405	3715555
chr7	3720433	3720583
chr7	3825660	3825810
chr7	3830768	3830918
chr7	3875091	3875241
chr7	3898167	3898317
chr7	3903830	3903980
chr7	3915516	3915666
chr7	3935578	3935728
chr7	3941142	3941292
chr7	3948310	3948460
chr7	4026908	4027075
chr7	4063153	4063339
chr7	4064226	4064376
chr7	4071156	4071306
chr7	4073330	4073480
chr7	4080638	4080788
chr7	4082949	4083099
chr7	4087717	4087867
chr7	4088831	4088981
chr7	4090956	4091106
chr7	4091299	4091449
chr7	4103512	4103687
chr7	4119392	4119542
chr7	4124336	4124573
chr7	4131264	4131421
chr7	4136852	4137061
chr7	4145913	4146065
chr7	4149463	4149613
chr7	4149823	4149998
chr7	4150380	4150530
chr7	4151039	4151189
chr7	4163566	4163778
chr7	4163997	4164147
chr7	4164463	4164648
chr7	4178543	4178715
chr7	4256173	4256343
chr7	4273986	4274136
chr7	4297295	4297445
chr7	4413295	4413445
chr7	4427320	4427481
chr7	4431667	4431827
chr7	4445605	4445769
chr7	4448608	4448758
chr7	4470363	4470551
chr7	4470754	4470904
chr7	4471244	4471429
chr7	4478514	4478664
chr7	4479824	4479989
chr7	4492955	4493105
chr7	4494104	4494296
chr7	4501655	4501834
chr7	4502779	4502942
chr7	4507312	4507478
chr7	4508199	4508349
chr7	4509997	4510179
chr7	4513318	4513502
chr7	4524308	4524475
chr7	4526393	4526590
chr7	4532470	4532661
chr7	4542068	4542246
chr7	4546619	4546771
chr7	4556870	4557039
chr7	4562793	4562943
chr7	4572476	4572626
chr7	4581604	4581754
chr7	4597108	4597258
chr7	4608128	4608280
chr7	4613848	4613998
chr7	4620104	4620267
chr7	4623873	4624081
chr7	4630280	4630472
chr7	4631195	4631354
chr7	4647451	4647612
chr7	4648078	4648228
chr7	4653845	4654050
chr7	4658955	4659197
chr7	4670663	4670881
chr7	4674432	4674582
chr7	4684984	4685219
chr7	4690553	4690703
chr7	4705229	4705389
chr7	4712717	4712867
chr7	4716167	4716317
chr7	4723588	4723790
chr7	4724425	4724600
chr7	4725331	4725481
chr7	4731215	4731365
chr7	4733211	4733416
chr7	4739910	4740140
chr7	4741231	4741389
chr7	4743475	4743632
chr7	4747612	4747807
chr7	4752524	4752695
chr7	4752986	4753184
chr7	4777315	4777523
chr7	4779964	4780114
chr7	4783780	4783991
chr7	4788785	4788966
chr7	4792785	4792952
chr7	4806786	4806971
chr7	4812614	4812961
chr7	4836387	4836537
chr7	4842635	4842819
chr7	4845032	4845211
chr7	4866160	4866380
chr7	4876885	4877076
chr7	4899925	4900130
chr7	4901311	4901469
chr7	4915393	4915587
chr7	4922736	4922886
chr7	4924017	4924167
chr7	4938540	4938732
chr7	4940299	4940452
chr7	4943286	4943499
chr7	4964371	4964549
chr7	4970931	4971081
chr7	4976929	4977079
chr7	4996037	4996187
chr7	4996619	4996804
chr7	5000003	5000155
chr7	5006634	5006784
chr7	5014243	5014395
chr7	5014735	5014925
chr7	5015335	5015485
chr7	5020296	5020481
chr7	5038405	5038560
chr7	5046306	5046456
chr7	5047422	5047602
chr7	5051187	5051337
chr7	5051426	5051576
chr7	5060264	5060414
