chr1	3052496	3053010
chr1	3059323	3060059
chr1	3445515	3446455
chr1	3451271	3452166
chr1	3957412	3957846
chr1	4247042	4247545
chr1	4317989	4318637
chr1	4424259	4424921
chr1	4426772	4428028
chr1	4490365	4491014
chr1	4671121	4672128
chr1	4785525	4786547
chr1	4793883	4794529
chr1	4858314	4859396
chr1	4873891	4874673
chr1	5025524	5026324
chr1	5230965	5231713
chr1	5232656	5233307
chr1	5280828	5281313
chr1	5282929	5283514
chr1	5312547	5313406
chr1	6188427	6189498
chr1	6214311	6215117
chr1	6256674	6257074
chr1	6261881	6263690
chr1	6406122	6407563
chr1	6451408	6452107
chr1	6453197	6454940
chr1	6464507	6465483
chr1	6476242	6477276
chr1	6492590	6493451
chr1	6658023	6659235
chr1	6722218	6722732
chr1	6760420	6761163
chr1	7076827	7078145
chr1	7163423	7164271
chr1	7261499	7262024
chr1	7313366	7313831
chr1	7612478	7612871
chr1	8134093	8135608
chr1	8142546	8142979
chr1	8158419	8159012
chr1	8173067	8173705
chr1	8282622	8283184
chr1	8324715	8325159
chr1	8494109	8494496
chr1	8959863	8960709
chr1	9236314	9236899
chr1	9236914	9238570
chr1	9282543	9283822
chr1	9289497	9290595
chr1	9292748	9293465
chr1	9305090	9305631
chr1	9588075	9589145
chr1	9591621	9594295
chr1	9638439	9639558
chr1	9700186	9701383
chr1	9702469	9703187
chr1	9775788	9777015
chr1	9780057	9781346
chr1	9783408	9784642
chr1	9791038	9791358
chr1	9796891	9797957
chr1	9805329	9806250
chr1	9822168	9823950
chr1	9833360	9833968
chr1	9858714	9859517
chr1	9861190	9861723
chr1	9875804	9879183
chr1	9881205	9882213
chr1	9890208	9891153
chr1	9937469	9938133
chr1	9989846	9990391
chr1	10019588	10020200
chr1	10039414	10040256
chr1	10049904	10050636
chr1	10108983	10109484
chr1	10133145	10133814
chr1	10280161	10280715
chr1	10325097	10326564
chr1	10331161	10332370
chr1	10592523	10593206
chr1	11458329	11458691
chr1	12583363	12584061
chr1	12623169	12623741
chr1	12744211	12745146
chr1	12748471	12748987
chr1	12754535	12755248
chr1	12755562	12756190
chr1	12760467	12761204
chr1	12765303	12766108
chr1	12800442	12801072
chr1	12814600	12815532
chr1	12822458	12823359
chr1	12841080	12842033
chr1	12852708	12853488
chr1	12991104	12992797
chr1	13001924	13002614
chr1	13004834	13005624
chr1	13154290	13155066
chr1	13155145	13155959
chr1	13170622	13172421
chr1	13172429	13173200
chr1	13200706	13201334
chr1	13219375	13220481
chr1	13243619	13244234
chr1	13253191	13253818
chr1	13254225	13254853
chr1	13258344	13259001
chr1	13259388	13260122
chr1	13293061	13294170
chr1	13335730	13336527
chr1	13382360	13384666
chr1	13399530	13400320
chr1	13454427	13455162
chr1	13513500	13514356
chr1	13520645	13521808
chr1	13531317	13532032
chr1	13566080	13566851
chr1	13568634	13569295
chr1	13573702	13575319
chr1	13593054	13593995
chr1	13598450	13600965
chr1	13647673	13648392
chr1	13659584	13660247
