chr1	3052496	3053010	.	0	.
chr1	3059323	3060059	.	0	.
chr1	3445515	3446455	.	0	.
chr1	3451271	3452166	.	0	.
chr1	3957412	3957846	.	0	.
chr1	4424259	4424921	.	0	.
chr1	4793883	4794529	.	0	.
chr1	6214311	6215117	.	0	.
chr1	7261499	7262024	.	0	.
chr1	7612478	7612871	.	0	.
chr1	8134093	8135608	.	0	.
chr1	8142546	8142979	.	0	.
chr1	8158419	8159012	.	0	.
chr1	8173067	8173705	.	0	.
chr1	8282622	8283184	.	0	.
chr1	8494109	8494496	.	0	.
chr1	9236314	9236899	.	0	.
chr1	9236914	9238570	.	0	.
chr1	9282543	9283822	.	0	.
chr1	9289497	9290595	.	0	.
chr1	9292748	9293465	.	0	.
chr1	9305090	9305631	.	0	.
chr1	9700186	9701383	.	0	.
chr1	9776151	9776917	.	0	.
chr1	9780126	9781000	.	0	.
chr1	9783586	9784436	.	0	.
chr1	9791038	9791358	.	0	.
chr1	9833360	9833968	.	0	.
chr1	9861190	9861723	.	0	.
chr1	9937469	9938133	.	0	.
chr1	9989846	9990391	.	0	.
chr1	10039414	10040256	.	0	.
chr1	10049904	10050636	.	0	.
chr1	10108983	10109473	.	0	.
chr1	10133145	10133814	.	0	.
chr1	10325097	10326564	.	0	.
chr1	10331161	10332370	.	0	.
chr1	11458329	11458691	.	0	.
chr1	13154290	13155066	.	0	.
chr1	13258344	13259001	.	0	.
chr1	13259388	13260122	.	0	.
chr1	13293139	13294170	.	0	.
chr1	13335833	13336308	.	0	.
chr1	13513500	13514356	.	0	.
chr1	13520645	13521808	.	0	.
chr1	13531317	13532032	.	0	.
chr1	13573737	13575319	.	0	.
chr1	13668354	13669078	.	0	.
chr1	14105518	14106040	.	0	.
chr1	14483923	14485188	.	0	.
chr1	15683284	15683856	.	0	.
chr1	15935578	15936666	.	0	.
chr1	16054197	16054560	.	0	.
chr1	16112000	16112687	.	0	.
chr1	16617493	16619841	.	0	.
chr1	16687551	16688994	.	0	.
chr1	16827856	16828701	.	0	.
chr1	16834800	16835556	.	0	.
chr1	16837010	16837638	.	0	.
chr1	16926744	16927268	.	0	.
chr1	20795196	20795689	.	0	.
chr1	20912495	20912968	.	0	.
chr1	20925493	20926513	.	0	.
chr1	20928022	20929519	.	0	.
chr1	20935052	20935636	.	0	.
chr1	21025187	21025564	.	0	.
chr1	21048092	21049029	.	0	.
chr1	21051497	21052747	.	0	.
chr1	21207248	21207698	.	0	.
chr1	21240122	21240933	.	0	.
chr1	21248435	21249115	.	0	.
chr1	21315986	21316842	.	0	.
chr1	21318124	21318792	.	0	.
chr1	21332676	21334621	.	0	.
chr1	21335331	21336525	.	0	.
chr1	21344091	21345367	.	0	.
chr1	21554725	21555149	.	0	.
chr1	22356179	22356742	.	0	.
chr1	23282264	23283112	.	0	.
chr1	23314725	23315390	.	0	.
chr1	23316329	23316764	.	0	.
chr1	23335597	23336301	.	0	.
chr1	23336446	23337149	.	0	.
chr1	23383254	23383990	.	0	.
chr1	23391720	23392143	.	0	.
chr1	23417486	23418097	.	0	.
chr1	23426408	23426975	.	0	.
chr1	23429804	23430292	.	0	.
chr1	23467316	23467898	.	0	.
chr1	23483706	23484049	.	0	.
chr1	23836469	23837344	.	0	.
chr1	23898800	23900046	.	0	.
