chr1	4247042	4247545	.	0	.
chr1	4317989	4318637	.	0	.
chr1	4426772	4428028	.	0	.
chr1	4490365	4491014	.	0	.
chr1	4671121	4672128	.	0	.
chr1	4858314	4859396	.	0	.
chr1	5025524	5026324	.	0	.
chr1	5230965	5231713	.	0	.
chr1	5232656	5233307	.	0	.
chr1	5280828	5281313	.	0	.
chr1	5282929	5283514	.	0	.
chr1	5312547	5313406	.	0	.
chr1	6188427	6189498	.	0	.
chr1	6261881	6263690	.	0	.
chr1	6406122	6407563	.	0	.
chr1	6451408	6452107	.	0	.
chr1	6453197	6454940	.	0	.
chr1	6464507	6465483	.	0	.
chr1	6476242	6477276	.	0	.
chr1	6492590	6493451	.	0	.
chr1	6658023	6659235	.	0	.
chr1	6722218	6722732	.	0	.
chr1	6760420	6761163	.	0	.
chr1	7076827	7078145	.	0	.
chr1	7163423	7164271	.	0	.
chr1	7313366	7313831	.	0	.
chr1	8324715	8325159	.	0	.
chr1	8959863	8960709	.	0	.
chr1	9588075	9589145	.	0	.
chr1	9591621	9594295	.	0	.
chr1	9638439	9639558	.	0	.
chr1	9702469	9703187	.	0	.
chr1	9796891	9797957	.	0	.
chr1	9805329	9806250	.	0	.
chr1	9822168	9823950	.	0	.
chr1	9858714	9859517	.	0	.
chr1	9875804	9879183	.	0	.
chr1	9881205	9882213	.	0	.
chr1	9890208	9891153	.	0	.
chr1	10019588	10020200	.	0	.
chr1	10280161	10280715	.	0	.
chr1	10592523	10593206	.	0	.
chr1	12583363	12584061	.	0	.
chr1	12623169	12623741	.	0	.
chr1	12744211	12745146	.	0	.
chr1	12748471	12748987	.	0	.
chr1	12754535	12755248	.	0	.
chr1	12755562	12756190	.	0	.
chr1	12760467	12761204	.	0	.
chr1	12765303	12766108	.	0	.
chr1	12800442	12801072	.	0	.
chr1	12814600	12815532	.	0	.
chr1	12822458	12823359	.	0	.
chr1	12841080	12842033	.	0	.
chr1	12852708	12853488	.	0	.
chr1	12991104	12992797	.	0	.
chr1	13001924	13002614	.	0	.
chr1	13004834	13005624	.	0	.
chr1	13155145	13155959	.	0	.
chr1	13170622	13172421	.	0	.
chr1	13172429	13173200	.	0	.
chr1	13200706	13201334	.	0	.
chr1	13219375	13220481	.	0	.
chr1	13243619	13244234	.	0	.
chr1	13253191	13253818	.	0	.
chr1	13254225	13254853	.	0	.
chr1	13293061	13294106	.	0	.
chr1	13335730	13336527	.	0	.
chr1	13382360	13384666	.	0	.
chr1	13399530	13400320	.	0	.
chr1	13454427	13455162	.	0	.
chr1	13573802	13574702	.	0	.
chr1	13593054	13593995	.	0	.
chr1	13598450	13600965	.	0	.
chr1	13647673	13648392	.	0	.
chr1	13659584	13660247	.	0	.
chr1	13740580	13741278	.	0	.
chr1	13746810	13747771	.	0	.
chr1	13751121	13751997	.	0	.
chr1	13752138	13753366	.	0	.
chr1	13771986	13772653	.	0	.
chr1	13834633	13835372	.	0	.
chr1	13873739	13874441	.	0	.
chr1	13980137	13980823	.	0	.
chr1	14004710	14005251	.	0	.
chr1	14064770	14065535	.	0	.
chr1	14120990	14121798	.	0	.
chr1	14143529	14144876	.	0	.
chr1	14196193	14197058	.	0	.
chr1	14595759	14596572	.	0	.
chr1	14746870	14747736	.	0	.
chr1	14823070	14823885	.	0	.
chr1	14947966	14948411	.	0	.
chr1	14986357	14987448	.	0	.
chr1	14995052	14996043	.	0	.
chr1	14998094	14998663	.	0	.
chr1	15544116	15544785	.	0	.
chr1	15634155	15634742	.	0	.
chr1	15637082	15637751	.	0	.
chr1	15674770	15675538	.	0	.
chr1	15749070	15749821	.	0	.
chr1	16106212	16106846	.	0	.
chr1	16468669	16469270	.	0	.
chr1	16534027	16534774	.	0	.
chr1	16539218	16539827	.	0	.
chr1	16617418	16618704	.	0	.
chr1	16687616	16689766	.	0	.
chr1	16696481	16697068	.	0	.
chr1	16798231	16798786	.	0	.
chr1	16938067	16938749	.	0	.
chr1	16968336	16969012	.	0	.
chr1	17630190	17630764	.	0	.
chr1	20259833	20260225	.	0	.
chr1	20666357	20666969	.	0	.
chr1	20667830	20668372	.	0	.
chr1	20693504	20694436	.	0	.
chr1	20701315	20701745	.	0	.
